text,date,user,sentiment,query,__index_level_0__
"@mmmochi well it should be under 100, but I think I went over it last week so I have to make some cuts today. You don't have to worry ",Thu May 14 08:03:43 PDT 2009,egrdigital,1,NO_QUERY,29851
@penwynhapus sorry to hear ur disappointed - I was too when Coldplay posted a picture of the live album  - but it wasnt....,Fri May 22 00:38:38 PDT 2009,Angelfish42,1,NO_QUERY,13815
OK my Twitter account got reinstated. I really hate being a spam/worm victim like this...should I be changing all my passwords now? ,Sat May 30 22:13:11 PDT 2009,peldi,0,NO_QUERY,28361
Leaving for bowling. Busy day Jacobs going to prom 2day. My babies are all growing up. ,Sat May 02 10:02:46 PDT 2009,mama_bitch,0,NO_QUERY,3853
in bed sick still never going to end.... ,Fri May 22 06:59:49 PDT 2009,Jb_Phillies_Fan,0,NO_QUERY,25664
"4 GB RAM, core 2 duo, 1 TB HDD, No virus, still dead slow.. ",Sat Apr 18 23:24:05 PDT 2009,paraschopra,0,NO_QUERY,28934
"There was a pretty bird outside my window just now, singing, he didn't stick around long enough to take a pic though ",Sun May 31 09:25:43 PDT 2009,davideggleton,0,NO_QUERY,38297
did not have a satisfying nap ,Fri May 22 07:05:19 PDT 2009,anneAAM,0,NO_QUERY,17631
@naseemfaqihi Sorry to hear you're sick.  ,Thu Jun 18 13:21:25 PDT 2009,justcurious00,0,NO_QUERY,17966
WHOA haven't been on this thang in forevaaaaaaa! ...since MOTHER'S DAY?! haha wow...i love summmerrrrrr so muchhhhh ,Wed Jun 03 03:19:08 PDT 2009,xkatiiiiiiiiiii,1,NO_QUERY,29654
"I actually miss how everyones kinda grown apart  my old best friends, my cosplay buddies and high school mates... Just kinda sad really...",Sat Apr 18 20:54:50 PDT 2009,rockgecko,0,NO_QUERY,22152
@streetpete Fair enough!  Just amused me!! Kinda post modern! ,Fri May 29 12:53:43 PDT 2009,ThisStarChild,1,NO_QUERY,20038
Steaks on the barbie with a Summer Shandy ,Sun May 31 15:55:44 PDT 2009,lorianmeyer,1,NO_QUERY,39571
Wish my foot would feel better ,Sat Jun 20 17:49:03 PDT 2009,donnawithav,0,NO_QUERY,46096
i wanna go to @Jonasbrothers concert in Tulsa tonite ,Mon Jun 22 12:47:04 PDT 2009,StellaOgmundsd,0,NO_QUERY,34055
@overtheparkway i feel you. i so feel you on this one. ,Sat May 30 21:57:18 PDT 2009,woodycakes,1,NO_QUERY,16133
@xcaix i tried to find you after the exam but you ran off before i got my stuff together  how'd it go? unseen was a bitch.,Thu Jun 18 08:35:18 PDT 2009,samhector,0,NO_QUERY,30921
The worse realization is knowing thats it's not allergies and you really are sick ,Sat May 30 11:23:22 PDT 2009,ambermoffett,0,NO_QUERY,10856
My son is sick with the stomach flu. I just hope nobody else catches it. Tomorrow is my daughters ballet show  She worked so hard all year,Fri Jun 19 05:34:57 PDT 2009,pout_pout,0,NO_QUERY,6037
@MandyPandy32 that is good news! (not being pink of course!) - bodes well for the event! ,Sun May 03 03:52:38 PDT 2009,felicityfuller,1,NO_QUERY,15568
@SinnamonLove are you banging @jamesdeen today! he is there too ,Sat May 30 19:00:13 PDT 2009,JoannaAngel,1,NO_QUERY,47435
is tired  new phone when i get home ,Fri Jun 19 06:13:38 PDT 2009,ZoeStroud,0,NO_QUERY,36998
@faraah ee mara a7eba bs ma fe on the east coast ,Mon Jun 15 12:56:37 PDT 2009,purplevelvet09,0,NO_QUERY,45089
"@kjmcneil yeshh, and did she send it in a msg or comment? and i know! wtfreakk? about nick. hahaha. make me laugh. ",Sat Apr 18 09:41:48 PDT 2009,unjustmystery,1,NO_QUERY,24004
@netnutt C also last tweet!!  Gr8 pics!!,Sat May 30 10:21:57 PDT 2009,spaulds1,1,NO_QUERY,31657
"@amy4669 Hey!!!  DH &amp;  I talked.... I told him everything, he listened, we cried... it was good.  I feel better!  Thank you  xoxox",Fri May 29 08:23:54 PDT 2009,JavaCupcake,1,NO_QUERY,49126
Lol!! Congrats to The Beach Girl5. Most favorite band.. Love themm!!!!!! ,Fri May 01 20:55:24 PDT 2009,BeTrueBeYou6,1,NO_QUERY,27951
@taylorswift13 do you have a multiply? just asking haha ,Sun May 10 21:16:39 PDT 2009,grinkyria,1,NO_QUERY,2802
alyce wants this sponge she joked about ages ago...  this one!!! http://www.beautyblender.net/,Sat May 30 20:18:08 PDT 2009,AlyceMadden,0,NO_QUERY,38241
@twinkleboi oh right ,Sat Jun 20 03:30:03 PDT 2009,georgemonks,0,NO_QUERY,10595
@Nyammy unfortunately ,Sat Jun 06 09:31:08 PDT 2009,palmita27,0,NO_QUERY,18008
I'm seriously missing those morning calls right about now. ,Wed Jun 17 23:39:12 PDT 2009,Kananuibui,0,NO_QUERY,36094
@Sophie_xo I need you back too! I miss you ,Fri May 22 03:07:35 PDT 2009,x_stevie_x,0,NO_QUERY,8094
@ninthspace  how is the table building going?,Fri Jun 05 10:45:35 PDT 2009,FlissTee,1,NO_QUERY,4530
@KattPackAllDay thank you! needed that today  xxoo,Fri Jun 05 17:53:25 PDT 2009,VeraxDoll,1,NO_QUERY,42597
@AnoopDoggDesai Hello Anoop! Are you watching MTV Movie Award ? My daughter is trying but my cable is going crazy---the sound is broken. ,Sun May 31 18:01:06 PDT 2009,yoko71,0,NO_QUERY,43295
@Wil_Anderson Apparently all Logies attendees have twitter-diahhrea tonight  Is it really that boring being there?,Sun May 03 03:22:11 PDT 2009,fire_baby,1,NO_QUERY,4035
think I might actually go to bed at a decent hour ,Mon Jun 01 20:45:07 PDT 2009,G_Jones,0,NO_QUERY,24994
"Far to nice a day to be inside...unfortunatly it's work, work, work in the Hall-Jeffreys house! Need to start my essay ",Sun May 31 09:51:04 PDT 2009,Sarah_Jeffreys,0,NO_QUERY,48810
yeppy Egg with me!!  My lovely soft egg is going to stay n my desk and make me company ,Thu May 28 23:49:36 PDT 2009,chiarainthepond,1,NO_QUERY,29539
Brew Crew struck out Brrruuuuuuce! #Reds lose 3-2 ,Fri May 29 19:23:50 PDT 2009,BarbaraKB,0,NO_QUERY,16872
"Also, I think Roswell had some of the greatest extended love stories on TV, tbh. But I am forever a Lamptrimmer and mourn the lack of it ",Mon Jun 15 20:49:32 PDT 2009,this_years_girl,0,NO_QUERY,35933
whooo hoo! juss got out tha shower... damn I'm DRAINED! eventful day  NITe NITe TWEETS! well... actually... MORNIN ,Sun May 31 04:34:14 PDT 2009,RHE27,1,NO_QUERY,28968
I am invited to a birthday tonight. I hope it will be amusing.. See you later and a nice evening everyone! ,Sat Apr 18 08:56:47 PDT 2009,vanaessa,1,NO_QUERY,5567
None of my friends will come watch Terminator with me : None of my friends will come watch Terminator with me  http://tinyurl.com/km7r95,Sat Jun 20 12:25:52 PDT 2009,NMEFestivals,0,NO_QUERY,43062
college ball at the globe tonight ,Sat May 30 03:47:38 PDT 2009,henouk,1,NO_QUERY,15889
happy mara gave me a sytycd button  missing mara's long hair...its all gone!,Mon Jun 15 08:53:09 PDT 2009,therealphoenix,1,NO_QUERY,28304
"uff, got through it, any slow, indie songs for me? anyone? ",Sat Apr 18 15:30:05 PDT 2009,pannaadrianna,1,NO_QUERY,34558
"@steph_davies I love you, Steph! ",Mon Jun 01 08:10:51 PDT 2009,anambanana,1,NO_QUERY,36595
"My dog won't lay on my bed. She went in another bedroom instead.     ha, rhymes.",Sun May 03 02:30:59 PDT 2009,rosiehennessy,0,NO_QUERY,36785
The tape from my bandages left it all sticky  i showered and everything. It won't come off. Ugh. Hahaha. Anyways. Shoping around for s ...,Sun May 31 14:30:21 PDT 2009,kryshakaye,0,NO_QUERY,30898
santa cruz was soo fun yesterday.. But now i'm bummed i couldn't sleep in ,Tue Jun 23 09:20:14 PDT 2009,MaryKateRajk,0,NO_QUERY,38781
@itsAnnaFriel Hey Anna.I bet you look so cute when ur blushing ,Sun May 10 01:21:30 PDT 2009,samster09,1,NO_QUERY,32108
"@RuthCollins its okay! haha, used to love them, now they have big heads - still waiting for them to deflate ",Fri May 01 21:51:02 PDT 2009,ShalinMurphy,1,NO_QUERY,42739
@gazman193 ok.. you really like germany ^^ have a nice day in the sauna ,Tue Apr 07 05:44:24 PDT 2009,nbremer,1,NO_QUERY,27666
ohh and hell begins tomorrow... again. i dont wanna goooo ,Sun Apr 19 04:12:09 PDT 2009,Joliennn,0,NO_QUERY,7693
Still up. Playin cards with the girls. ,Mon Apr 06 22:58:39 PDT 2009,katiethewind,1,NO_QUERY,32361
"Hot as hell outside and the sun is shining, why am I inside coding? BECAUSE IT'S FUN! ",Sat May 30 04:45:42 PDT 2009,tiwilliam,1,NO_QUERY,42996
Y is 2day going by so slow ,Wed Jun 17 08:28:37 PDT 2009,NuEtaRed3,0,NO_QUERY,46106
"frustrated. I can't finish just one project for shit. Yet when I need to do something, here's a billion new ideas I don't have time for. ",Mon Jun 01 17:11:17 PDT 2009,Beelzebeats,0,NO_QUERY,29204
"@Gemmaboyle Well, actually, no. That means that school is over. Bah! I like school!  Weirdo, aren't I? xx",Mon Jun 01 13:26:12 PDT 2009,PoppyJH,1,NO_QUERY,8462
@Raehole @melissahope did you ladies see ghost of girlfriends past? i really liked it! &amp; would totally see it again if  u haven't ,Mon May 04 06:24:06 PDT 2009,saintsnsailors,1,NO_QUERY,45802
@aish_star how bout  suits my nose type @meerasapra,Mon Jun 01 01:30:22 PDT 2009,viveksingh,1,NO_QUERY,3977
My mate is currently on Deal or No deal!  ,Tue Apr 07 00:33:53 PDT 2009,SophieFumbles,1,NO_QUERY,14188
@caseydoane I pretty much make un-round pancakes too. I always end up folding them on top of themselves. I suck at flipping. ,Sun May 03 21:11:34 PDT 2009,superduperjes,0,NO_QUERY,4286
&quot;Come fly w/me&quot; - Foxy Brown ft/ Sizzla... &quot;backshots is what they call me...neck game longer than giraffes giving top&quot; ,Mon Jun 01 20:42:50 PDT 2009,HadiyaSelam,1,NO_QUERY,41759
@BCBerrie  yeah... I think she just got a little bug ,Wed Jun 24 20:57:27 PDT 2009,jamieharrington,0,NO_QUERY,47547
I just returned from my uncles rosary ,Fri Jun 05 22:25:22 PDT 2009,mellowmonita,0,NO_QUERY,36611
"Just came back from Blefast, shopping. Primark and Lush=l.o.v.e ",Sat Jun 06 06:43:02 PDT 2009,sharon_twitxx,1,NO_QUERY,40577
"Sucks. I can't go to the Lakers parade 2morrow, but gotta wake up xtra early to get thru downtown for work.  Sucky, sucky. ",Wed Jun 17 00:05:12 PDT 2009,ghostgirl13,0,NO_QUERY,10646
@EllaPaigeBabe hey bbz  did you ask your mam ? Lyxxx,Mon Jun 01 13:38:03 PDT 2009,HanaStephenson,1,NO_QUERY,7093
I hate when people talk about @kurosuist to me  grr..,Mon Jun 15 11:35:37 PDT 2009,AshesTree,0,NO_QUERY,21417
"Ah, a rainy Monday morning. Great. ",Mon May 18 05:47:36 PDT 2009,darknessdweller,1,NO_QUERY,40564
@nick_carter hope tons of people go to that show! have fun and show us something of his band or something  kisses man,Fri May 01 21:45:53 PDT 2009,Tati_argentina,1,NO_QUERY,19484
@prempanicker In one way it's good that we lost the match. Atleast we can concentrate more on the works that need attention! ,Sun Jun 14 23:38:07 PDT 2009,rameshnair,1,NO_QUERY,24883
Time for bed ,Mon Jun 01 21:45:44 PDT 2009,__TereBleu,1,NO_QUERY,49586
I Don't Wanna Leave Manhattan. I'm A New York Chick.  Me &amp; B Aren't Scared To Admit It!!,Sat May 30 01:00:32 PDT 2009,ClassicSydney,1,NO_QUERY,46832
Dycal turned to be moody today when I asked whether I could go with someone who used to like me or not . ,Thu Jun 25 05:19:11 PDT 2009,tjandraella,0,NO_QUERY,40670
@PinksTwitFans Loads and loads of coast ,Mon Jun 01 11:18:08 PDT 2009,xxsimonex,1,NO_QUERY,8999
#random I love it when he calls me beautiful ,Tue Jun 16 08:14:43 PDT 2009,KetraBrooks,1,NO_QUERY,20418
@txheadshots Flattered.  Thx.,Fri May 29 07:46:12 PDT 2009,amandarecker,1,NO_QUERY,15638
One two three beer... ,Sat Jun 06 13:43:04 PDT 2009,souliner,1,NO_QUERY,27639
"Bread in the bread machine, found a pool I can swim laps at.. life is good at the moment. ",Fri May 22 06:17:10 PDT 2009,christabradney,1,NO_QUERY,16606
The Cavs are making me sad ,Sat May 30 19:11:18 PDT 2009,ShannaVinesa,0,NO_QUERY,23587
its startinggg ,Sun May 31 18:00:21 PDT 2009,xoshayzers,1,NO_QUERY,6053
@kpanke gorgeous! you should brag ,Tue Jun 16 04:52:16 PDT 2009,fiposo,1,NO_QUERY,31532
the weekends almost over...back to Montgomery ,Sun Jun 21 09:34:17 PDT 2009,jnshall,0,NO_QUERY,10410
@patobryan Is that Pat Metheny I hear?? ,Fri May 22 06:19:09 PDT 2009,cdjensen,1,NO_QUERY,42265
laying in bed. Had about 2 hours sleep  i'm jiggered,Sun Jun 07 00:00:14 PDT 2009,hannahsanangel,0,NO_QUERY,13468
@DonnieWahlberg I love you too Ddub.    Alabama loves you too and we need some Full Service from our boys!!,Fri Jun 05 23:20:58 PDT 2009,angelrose731,1,NO_QUERY,39747
"After a fitfull night of tossing and turning, off to the ER I go.  ",Sat May 02 05:00:57 PDT 2009,RandaPandaNoVA,0,NO_QUERY,10115
constipated.. ,Mon Jun 22 18:41:57 PDT 2009,dallaschang,0,NO_QUERY,4694
@workingcfilms  I loved 'CASINO ROYALE.'  What a breakthrough Bond Film.  'QUANTUM OF SOLACE' not so much....hehe.  ,Mon Jun 01 22:48:42 PDT 2009,Hans_Karl,0,NO_QUERY,17476
"@Tayluvsbroadway s'all good  it looks worse than it is. I just cba, cos by the time i clean the house, esp after ive been cleaning at work",Mon Jun 15 01:24:45 PDT 2009,hiddennearyou,1,NO_QUERY,9350
No sleep just design  love it,Mon May 18 01:18:38 PDT 2009,markygk,1,NO_QUERY,30610
"Valentina got a new camera and won't let me bring it tomorrow. &gt;&lt; biatch, she better let me. ",Fri May 22 00:37:01 PDT 2009,vanjaaa,1,NO_QUERY,37177
"Well, I have a 12-hour trip ahead of me. So long Texas, seee you in June! ",Sat Jun 06 03:04:32 PDT 2009,emilyb20,1,NO_QUERY,20635
șndagsparty nu. Kim har precis k̦pt glass ,Sun Jun 07 12:03:37 PDT 2009,vinternoll2,1,NO_QUERY,32751
my damn filling just fell out!!!  Half of my tooth is GONE!,Tue Apr 07 01:48:27 PDT 2009,rachwhite,0,NO_QUERY,7167
4 pm - FINALLY HOME  inuman.,Sat Jun 06 01:17:59 PDT 2009,babyitseasy,1,NO_QUERY,28168
@daisypops ur welcome! Hope u have a wonderful birthday ,Sun May 03 02:21:41 PDT 2009,discovMe,1,NO_QUERY,20812
@realrank hi..who are you? ,Fri May 29 08:27:52 PDT 2009,jennierules,1,NO_QUERY,28238
been craving chocolate malted crunch. ,Sun May 31 16:17:16 PDT 2009,jackiiewaynee,0,NO_QUERY,21350
Gonna visit Grandma tomorrow for her birthday celebration. ,Sat Jun 06 08:49:33 PDT 2009,jessicanaval,1,NO_QUERY,4528
@astynes Fark that angers me... it sounds so close to home.  I'm sorry A. *hugs* Wanna run away with me to Ibiza?,Tue May 26 22:41:15 PDT 2009,karinb_za,0,NO_QUERY,23013
going to take a warm bath. hihi ,Sun Apr 19 03:43:16 PDT 2009,kampam3,1,NO_QUERY,13525
Four videos to compile and title.. Need to sqeeze in some outside time too!  It's beautiful in NY today ,Sun May 31 09:17:15 PDT 2009,jesscurry,1,NO_QUERY,34407
I don't believe this. Cinemas have already stopped showing Star Trek. And not a chance to see it in English for miles around ,Sun May 31 02:29:38 PDT 2009,dragonladych,0,NO_QUERY,17712
Where did the sun go!!!! ,Wed Jun 03 05:24:37 PDT 2009,Bobz1305,0,NO_QUERY,5963
"Seriously though, I thought it was St. Patrick's day. ",Sat Jun 20 12:28:56 PDT 2009,Cuffsband,0,NO_QUERY,20106
DRAT! Coach cancelled practice/game tomorrow. Good night. ,Fri May 01 22:05:50 PDT 2009,Beepballer,0,NO_QUERY,934
@patpaolinocruz Right back at you Pat ,Thu May 14 04:42:08 PDT 2009,Kevin_DeSoto,1,NO_QUERY,30961
Fuckk it...I am done...Biggest final ever tomorrow at 6 in the morning  i need all the luck i can get.,Thu Jun 04 23:02:19 PDT 2009,lovejude,0,NO_QUERY,47933
@WeTheTRAVIS when the hell is wtk coming to australia &gt; they played check yes juliet at the atl concert and every1 was singing along ,Sat Jun 06 18:35:57 PDT 2009,ATLaurenstack,1,NO_QUERY,32569
"@justinnewnum no, i am not 12, but i still have to wear a retainer. ",Wed Jun 17 07:15:45 PDT 2009,aweddington,0,NO_QUERY,47044
@BarbaraJWalters yep it sure is ,Mon Jun 15 09:15:51 PDT 2009,ryanbest,1,NO_QUERY,22089
"woke up at ten, was up for twenty minutes to check emails and stuff, went to sleep till one. up for two hours and slept 'till five. ",Sat Apr 18 15:50:04 PDT 2009,KimProbable,0,NO_QUERY,23753
he works unfortunately  lol,Fri Jun 19 11:01:53 PDT 2009,IamPhoReal,0,NO_QUERY,23628
@sabawman sarap naman! even nino has been showing me the update!! i sent na mine back to greenhills ,Sun Jun 21 08:32:01 PDT 2009,annavi9,0,NO_QUERY,33916
"@ktbeeper well, in that case i think its time for you, big sis, to sleep ",Tue Jun 02 01:52:41 PDT 2009,happylovesChuck,1,NO_QUERY,14636
Sometimes I feel as if he's rooting for me to have kids. ,Tue Jun 02 15:02:21 PDT 2009,diamondblvd,0,NO_QUERY,13173
"Finally, my bedroom is tidy. OCD does come in handy ",Sun May 31 07:14:12 PDT 2009,MissTonix,1,NO_QUERY,32685
Happy mothers day! ,Sun May 10 09:34:15 PDT 2009,kelseyyyc,1,NO_QUERY,22977
Just watchd twilight AGAIN! lol. I love it ,Mon May 18 00:20:22 PDT 2009,twibirdy,1,NO_QUERY,44387
"@chriseatworld yeah., im at home., i came from school., hmmm im tired., i have a class in 6am., what an early., ",Wed Jun 17 23:31:06 PDT 2009,hannah_dbp91,0,NO_QUERY,30384
@jevonbarnes  but just think how beautiful your lovechild would be!,Sun Jun 07 16:09:59 PDT 2009,callyyyy,0,NO_QUERY,41092
Today I wanted two things: P.F. Chang's in Memphis and a Target visit. We got lost on 240 trying to get to the Target first. No Chinese. ,Thu May 28 21:49:24 PDT 2009,marskye,0,NO_QUERY,21150
@jordanmccoy I wanna Hear The Best Day by Tay Swift ,Sun Jun 07 19:27:34 PDT 2009,rach_Doll,1,NO_QUERY,32197
I am so glad that I get to hear Sarah Johnston sing because we live in the same apt!   She's like the female version of @johncmayer,Mon May 18 01:06:36 PDT 2009,Tachshov,1,NO_QUERY,48871
Carlos overslept and now the fun is gone. ,Sat May 30 19:37:12 PDT 2009,breakfastt,0,NO_QUERY,33072
@ddkurcfeld @TheOddSparrow @workfortweets @LorenaHeletea @resofactor Just want 2 say thanks 4 the #FollowFriday. Really appreciate tat ,Sat May 02 04:01:50 PDT 2009,JavierChua,1,NO_QUERY,7134
"Okay, not a good sign. 11 weeks of freedom- first day in and I'm a little bit bored. But I don't want to waste this glorious weather! ",Tue Jun 16 07:53:16 PDT 2009,kello2111,0,NO_QUERY,12083
"hello, followers! i'm awake  thought you should know.",Sat May 30 07:38:57 PDT 2009,Kristin_stahlke,1,NO_QUERY,35027
Bad APC batteries  http://mypict.me/4mUD,Thu Jun 18 15:52:28 PDT 2009,at0mn3y,0,NO_QUERY,23832
@summersunrays that's sad ,Fri May 29 15:56:10 PDT 2009,MartinG05,0,NO_QUERY,12114
@jordanknight Wanna come joing my Boo's Bday BBQ Party today in Toronto? ,Sun May 31 07:18:04 PDT 2009,NAomIENAomIE,1,NO_QUERY,16976
watching get smart with athena!!! ,Sun May 31 10:49:39 PDT 2009,catatura,1,NO_QUERY,40947
"@tipexxed I don't have some of the larger figures to hand, but just this Sat/Sun/Mon we've taken ~1500 through the doors ",Mon Jun 15 10:26:59 PDT 2009,CannonGod,0,NO_QUERY,36317
"off to the show, starts at 7, if yu wish to come ",Sat May 30 15:50:07 PDT 2009,SunshineGlendys,1,NO_QUERY,4109
@Brochner hehe it's about 4pm here  lol i just woke up,Tue Jun 02 15:58:32 PDT 2009,primatage,1,NO_QUERY,17017
"@nettak, &quot;union&quot; backup musicians...most US concerts start on time  time=$$$",Sat May 30 20:20:52 PDT 2009,oceans910,1,NO_QUERY,42873
@Thegourd Quarantine is not a scary movie so you did fail pretty bad..  lol,Mon Apr 20 06:03:43 PDT 2009,seeonx,0,NO_QUERY,13819
"Just accidently stuck my entire forearm in peanut butter, hello Monday! ",Mon Jun 01 07:02:18 PDT 2009,Mamacrumps,1,NO_QUERY,9375
@mariagrineva one more proof of the small world phenomenon ,Sun Apr 19 09:20:20 PDT 2009,terraces,1,NO_QUERY,38733
@adriene I'll repay you with a meal and a drink at a nearby mamak ,Mon Apr 20 02:03:12 PDT 2009,andrewshee,1,NO_QUERY,45778
"heh, sanded the back room. looked suspiciously like a powdered donut when I was done. I like manual labor. ",Sun May 31 15:35:40 PDT 2009,Rugsrat,1,NO_QUERY,2255
"The dogs have eaten an entire loaf of bread &amp; a tube of tomato puree. They are now full of carbs &amp; sugar, which is obviously brilliant ",Mon May 04 02:46:57 PDT 2009,craigfots,0,NO_QUERY,31992
Time goes by.. So slowly-lowly.. ,Mon May 18 02:57:17 PDT 2009,PinkElephant73,0,NO_QUERY,47601
@bravoyankee you just type stuff... i think.  Still trying to work it out.   Me wonders if there is a &quot;Video Guide&quot;... hmmmm.....,Sun May 17 23:04:11 PDT 2009,ericthc,1,NO_QUERY,37446
@judez_xo Lol. Ughhh when im 18 im going clubbing with yous  Still almost a year away (N),Mon Jun 01 08:49:25 PDT 2009,TianaMichelle,1,NO_QUERY,17178
@navs007 red wine nice all gone .. Today indian chai and cake ,Sun Jun 07 08:54:36 PDT 2009,kimmzi,1,NO_QUERY,20009
@nisaho Haha. I'm kinda over facebook. Sad right. ,Mon Apr 20 03:40:38 PDT 2009,raihanamcfly,0,NO_QUERY,41489
So I got &quot;Snake Bites&quot; last night and my lip is so swollen...Hope you can live off of ice cubes... ,Tue Jun 23 13:36:56 PDT 2009,morganlove,0,NO_QUERY,36299
woo followers! ,Wed Jun 03 03:37:19 PDT 2009,AmyFxckingDee,1,NO_QUERY,3479
@hello_jodie Just thought I'd ask first... :laughs: You and Quilly...total BFF love! But you more 'cuz we're going to VEGASSSSS!!!! Woot! ,Thu May 28 23:41:32 PDT 2009,Anime81,1,NO_QUERY,6659
"tuesday june 9th red moon; men of playgirl, chippendales  ill be there, haha.",Sat Jun 06 14:49:49 PDT 2009,jennnabeean,1,NO_QUERY,19357
@kirbyjayne no my other aunt in Vietnam. Mum's not holding up too well  thank you so much for your messages! *big hug*,Thu Jun 18 06:20:43 PDT 2009,badoompch,0,NO_QUERY,45171
@billyraycyrus Pleaseee dad cyrus come to Puerto Rico with @mileycyrus !! and all your beautiful family ,Sat Jun 06 12:32:34 PDT 2009,carlitatink,1,NO_QUERY,28802
@SherylBreuker you'll have to give me the &quot;Readers Digest&quot; version of how it went and who was there ,Sat Apr 18 08:21:23 PDT 2009,jpblogger,1,NO_QUERY,6055
"@kleinerLiese sweetheart i cant find yr band online, is there a myspace site or something? i would love to hear you sing ",Sun May 31 13:34:57 PDT 2009,schnoerper,1,NO_QUERY,6958
@dustbunniesss i'm happy that you're menstruating ,Sat May 30 00:06:19 PDT 2009,justincavazos,1,NO_QUERY,30560
"@oceanparkw I have two albums,one single,one Live CD and one live DVD.I dont have enough money to buy all their singles ",Mon Jun 15 21:07:20 PDT 2009,Connie_MW,0,NO_QUERY,14084
"Wow, one more day and I'm outta here. Time went by just TOO fast. Had to say goodbye to Nicole today. Saddest thing that's gonna happen. ",Wed Jun 17 23:56:58 PDT 2009,imjon,0,NO_QUERY,24634
OMGGGG this is such a sad video: http://bit.ly/uK582  don't watch if you're a sap like me ,Wed Jun 17 13:52:38 PDT 2009,jenQuirk,0,NO_QUERY,32819
Hmm. The fridge in the break room appears to be broken. Guess I better hurry up and eat my yogurt ,Thu Jun 25 09:24:30 PDT 2009,rachaar,0,NO_QUERY,6598
"Mornin' all, happy new week, happy Blackberry Winter!   Brrr, it's cold!",Mon May 18 07:34:48 PDT 2009,lacyswife,1,NO_QUERY,22254
Feeling a bit more human but still not slept yet ,Tue Jun 16 05:01:34 PDT 2009,ohanne,0,NO_QUERY,40058
"Best FREE porn site on the net &quot;ADULTS ONLY&quot; link, children do not click http://bit.ly/IN5k0 please retweet ",Fri May 29 18:48:04 PDT 2009,porn2stream,1,NO_QUERY,21828
ugh! tired! long day at wrk!! still here!! ,Sun May 31 13:09:44 PDT 2009,roxzanne,0,NO_QUERY,13126
Bored now! Waiting for my blow dry  if it wasn't for my tweeps I'd be even more bored! Why do I have no patience!?,Sat Jun 06 08:15:12 PDT 2009,GeekySteph,1,NO_QUERY,24573
"ok i actually got a few things accomplished! YAY! taking a short break now, but not too long! LET'S PULL OUT THE SUITCASE! ",Mon Jun 01 09:59:08 PDT 2009,JoesBrownSugar,1,NO_QUERY,23201
"@Cali_Vegas dang I'm jealous,  I wanna go to Vegas with you ",Sat Jun 06 22:49:51 PDT 2009,MrPaulEvans,0,NO_QUERY,30996
@dawnbugni: Does shopping have to have an excuse? I must have missed that memo. ,Tue Apr 07 05:59:26 PDT 2009,AnitaBruzzese,1,NO_QUERY,13047
Working on a project plan - on Saturday ,Sat Jun 06 03:19:53 PDT 2009,sevendotzero,0,NO_QUERY,2529
@KalikwestMedia faShiOn Show??! UgH Im MissIn OuT ,Thu May 28 23:01:49 PDT 2009,Corina_Bianca,0,NO_QUERY,40474
Goin runnin to the lake then swimming! Haven't swam in a long time I'm so excited ,Mon Jun 15 17:25:33 PDT 2009,McJiZzLe25,1,NO_QUERY,31333
Lucky me... I got a request for legal services from a dubious Chinese company... does getting targeted by scammers show you've arrived? ,Mon Apr 20 05:29:13 PDT 2009,egswanso,1,NO_QUERY,21169
"@joshpaul13 Aww, my smile gets a little bigger every time you tweet with us JP!  Love your new profile pic ",Mon May 18 03:14:26 PDT 2009,AmyInPA,1,NO_QUERY,26156
http://twitpic.com/5ci4w - yay I made a picture of robots on 'Paint'!! It was fun  pretty colors...,Sat May 16 22:55:22 PDT 2009,AmiraLoveJonas1,1,NO_QUERY,7822
Practicing for senior crawl with ri ,Mon Jun 01 18:36:39 PDT 2009,arryncole,1,NO_QUERY,41410
from Iran: Please don't forget us.  People are crying in the street. We need your help.... #Iranelection @flowersophy,Sat Jun 20 08:23:28 PDT 2009,IranDemokratia,0,NO_QUERY,37475
OMG OMG OMG this &quot;luck&quot; TOTALLY makes up for any bad feelings i felt last night. i hope it lasts ,Fri May 22 05:12:23 PDT 2009,KatieBThatsMe,1,NO_QUERY,11169
@SarahandDrew Hi!I uploaded this video and sent email to u with 2 youtube videos. I have another video except this. URL is in my e-mail ,Mon May 18 06:51:19 PDT 2009,FunniestOne,1,NO_QUERY,42242
"@TheHuntley Happy Birthday, Catherine   My niece's birthday today too.",Sat Jun 06 02:43:37 PDT 2009,foilplay,1,NO_QUERY,49429
@clevercatsknit Saw Linnes Bakery but thought it not too veggie friendly. Don't worry; we'll find food.  Off to bed. See you in the AM.,Fri Jun 05 21:38:32 PDT 2009,RicochetRed,1,NO_QUERY,14762
"@bacpkr oh yeah, it's definitely funnier after you explain it ",Fri May 29 09:12:29 PDT 2009,antipigeonsunit,1,NO_QUERY,34706
Saul didn't get my letters two weeks ago  Have to print them out again. Thank GOD I always scan and save all my letters to him!,Fri Jun 19 21:41:00 PDT 2009,sAintchimo,0,NO_QUERY,8272
heard a cat die in horrible agony at the vets today. it tore my heart to pieces. pls don't let your cats go outdoors. ,Thu Jun 04 09:00:03 PDT 2009,fragilemuse,0,NO_QUERY,7652
"@charicemaniacs Please read my tweets for you.  I'm reminding you that i'm not looking for a war here, just explaining.",Mon Jun 01 04:38:00 PDT 2009,patriciaco,1,NO_QUERY,22491
